sym,t,dirn,day
LTC,1786562100000,-1,08-12
MNT,1786563000000,1,08-12
ARB,1786563000000,-1,08-12
BRETT,1786563900000,-1,08-12
ARB,1786564800000,-1,08-12
ARB,1786565700000,-1,08-12
SPX,1786567500000,-1,08-12
BLUR,1786569300000,-1,08-12
AR,1786569300000,-1,08-12
DOGE,1786569300000,-1,08-12
EIGEN,1786569300000,-1,08-12
DOT,1786569300000,-1,08-12
AVNT,1786569300000,-1,08-12
ETC,1786569300000,-1,08-12
LINEA,1786569300000,-1,08-12
FIL,1786569300000,-1,08-12
TRUMP,1786569300000,-1,08-12
kPEPE,1786569300000,-1,08-12
ADA,1786569300000,-1,08-12
DASH,1786569300000,-1,08-12
PEOPLE,1786569300000,-1,08-12
BCH,1786569300000,-1,08-12
ICP,1786569300000,-1,08-12
XPL,1786569300000,-1,08-12
kSHIB,1786569300000,-1,08-12
TIA,1786569300000,-1,08-12
SAND,1786569300000,-1,08-12
GALA,1786569300000,-1,08-12
FET,1786569300000,-1,08-12
ONDO,1786569300000,-1,08-12
OP,1786570200000,-1,08-12
APE,1786570200000,-1,08-12
WIF,1786570200000,-1,08-12
ENA,1786570200000,-1,08-12
BIO,1786570200000,-1,08-12
APT,1786571100000,-1,08-12
SEI,1786571100000,-1,08-12
kLUNC,1786571100000,-1,08-12
kPEPE,1786571100000,-1,08-12
PENGU,1786571100000,-1,08-12
BRETT,1786571100000,-1,08-12
RUNE,1786571100000,-1,08-12
TIA,1786571100000,-1,08-12
PENDLE,1786571100000,-1,08-12
HMSTR,1786571100000,-1,08-12
BERA,1786571100000,-1,08-12
LINEA,1786571100000,-1,08-12
MOODENG,1786571100000,-1,08-12
ETC,1786571100000,-1,08-12
STRK,1786571100000,-1,08-12
IMX,1786571100000,-1,08-12
ARB,1786571100000,-1,08-12
EIGEN,1786571100000,-1,08-12
SUI,1786571100000,-1,08-12
CAKE,1786571100000,-1,08-12
BLUR,1786571100000,-1,08-12
DOT,1786572000000,-1,08-12
BCH,1786572000000,-1,08-12
EIGEN,1786572000000,-1,08-12
MOVE,1786573800000,-1,08-12
OP,1786573800000,-1,08-12
kPEPE,1786574700000,-1,08-12
kPEPE,1786576500000,-1,08-12
JTO,1786580100000,1,08-13
MOVE,1786581000000,1,08-13
OP,1786581900000,-1,08-13
JTO,1786583700000,1,08-13
LINK,1786584600000,-1,08-13
SEI,1786593600000,1,08-13
PURR,1786597200000,1,08-13
VVV,1786598100000,1,08-13
HYPE,1786598100000,1,08-13
PURR,1786598100000,1,08-13
CRV,1786599000000,-1,08-13
BOME,1786599000000,1,08-13
AVNT,1786599900000,1,08-13
PUMP,1786599900000,1,08-13
PENDLE,1786603500000,1,08-13
AVNT,1786604400000,1,08-13
PEOPLE,1786608900000,-1,08-13
VVV,1786609800000,1,08-13
AVNT,1786611600000,1,08-13
HYPE,1786613400000,1,08-13
PNUT,1786613400000,1,08-13
AVNT,1786613400000,1,08-13
TRX,1786613400000,-1,08-13
WLD,1786614300000,1,08-13
kBONK,1786614300000,1,08-13
GRAM,1786617900000,-1,08-13
ATOM,1786619700000,1,08-13
BNB,1786620600000,-1,08-13
CRV,1786620600000,-1,08-13
AERO,1786621500000,-1,08-13
kBONK,1786622400000,1,08-13
ATOM,1786623300000,1,08-13
ATOM,1786624200000,1,08-13
ATOM,1786625100000,1,08-13
ASTER,1786626000000,1,08-13
SYRUP,1786626000000,1,08-13
DOT,1786626900000,-1,08-13
GRAM,1786626900000,-1,08-13
ATOM,1786626900000,1,08-13
HYPE,1786627800000,1,08-13
ATOM,1786627800000,1,08-13
ETHFI,1786627800000,1,08-13
GRASS,1786628700000,1,08-13
ATOM,1786629600000,1,08-13
GRASS,1786629600000,1,08-13
PURR,1786630500000,1,08-13
HBAR,1786631400000,1,08-13
FARTCOIN,1786631400000,1,08-13
ONDO,1786631400000,1,08-13
CC,1786631400000,-1,08-13
ATOM,1786631400000,1,08-13
TAO,1786632300000,1,08-13
ETHFI,1786632300000,1,08-13
LINK,1786632300000,1,08-13
LDO,1786632300000,1,08-13
ATOM,1786632300000,1,08-13
CC,1786633200000,-1,08-13
MINA,1786633200000,1,08-13
AVNT,1786633200000,1,08-13
POL,1786634100000,-1,08-13
BCH,1786635000000,-1,08-13
PYTH,1786635000000,1,08-13
PUMP,1786635000000,1,08-13
CAKE,1786635900000,-1,08-13
AAVE,1786635900000,-1,08-13
CAKE,1786636800000,-1,08-13
BCH,1786636800000,-1,08-13
ZRO,1786636800000,-1,08-13
ENA,1786636800000,-1,08-13
POL,1786636800000,-1,08-13
MINA,1786636800000,1,08-13
ENA,1786637700000,-1,08-13
CASHCAT,1786637700000,-1,08-13
MON,1786638600000,-1,08-13
ZEC,1786638600000,-1,08-13
CAKE,1786638600000,-1,08-13
PEOPLE,1786638600000,-1,08-13
ETH,1786638600000,-1,08-13
BTC,1786638600000,-1,08-13
TRB,1786638600000,-1,08-13
ENA,1786638600000,-1,08-13
VIRTUAL,1786638600000,-1,08-13
ZRO,1786638600000,-1,08-13
BOME,1786638600000,-1,08-13
SPX,1786638600000,-1,08-13
ZEN,1786638600000,-1,08-13
ETHFI,1786643100000,1,08-13
ETHFI,1786644000000,1,08-13
ETHFI,1786645800000,1,08-13
ETHFI,1786646700000,1,08-13
MINA,1786647600000,1,08-13
PAXG,1786647600000,-1,08-13
ETHFI,1786648500000,1,08-13
PEOPLE,1786648500000,-1,08-13
FARTCOIN,1786654800000,1,08-13
ETHFI,1786656600000,1,08-13
LIT,1786657500000,-1,08-13
LIT,1786658400000,-1,08-13
ACE,1786658400000,1,08-13
MET,1786659300000,1,08-13
GRASS,1786660200000,1,08-13
MET,1786660200000,1,08-13
MET,1786664700000,1,08-13
MET,1786665600000,1,08-14
FARTCOIN,1786665600000,1,08-14
FARTCOIN,1786666500000,1,08-14
PAXG,1786666500000,-1,08-14
OP,1786666500000,1,08-14
PAXG,1786667400000,-1,08-14
MNT,1786667400000,-1,08-14
LDO,1786669200000,1,08-14
APT,1786669200000,-1,08-14
PAXG,1786669200000,-1,08-14
LDO,1786670100000,1,08-14
PUMP,1786671000000,1,08-14
ACE,1786671900000,1,08-14
TAO,1786671900000,1,08-14
PAXG,1786672800000,-1,08-14
ATOM,1786672800000,1,08-14
ATOM,1786673700000,1,08-14
KAITO,1786673700000,-1,08-14
LIT,1786674600000,-1,08-14
ZRO,1786675500000,-1,08-14
BLUR,1786676400000,-1,08-14
ETC,1786676400000,-1,08-14
CHIP,1786677300000,-1,08-14
APE,1786678200000,-1,08-14
NEAR,1786678200000,-1,08-14
DOT,1786678200000,-1,08-14
ETC,1786679100000,-1,08-14
UNI,1786679100000,-1,08-14
HBAR,1786682700000,-1,08-14
CHIP,1786682700000,1,08-14
CASHCAT,1786683600000,-1,08-14
PYTH,1786683600000,-1,08-14
SEI,1786684500000,-1,08-14
MON,1786684500000,-1,08-14
ATOM,1786687200000,1,08-14
SEI,1786689000000,-1,08-14
ACE,1786689000000,1,08-14
AERO,1786689900000,-1,08-14
ETC,1786689900000,-1,08-14
SUI,1786689900000,-1,08-14
WIF,1786689900000,-1,08-14
JUP,1786689900000,-1,08-14
SUI,1786690800000,-1,08-14
VVV,1786691700000,-1,08-14
APT,1786691700000,-1,08-14
LTC,1786692600000,-1,08-14
WLFI,1786692600000,1,08-14
INJ,1786693500000,-1,08-14
VVV,1786693500000,-1,08-14
LTC,1786694400000,-1,08-14
SEI,1786694400000,-1,08-14
VVV,1786694400000,-1,08-14
CAKE,1786695300000,-1,08-14
CASHCAT,1786695300000,-1,08-14
ACE,1786695300000,1,08-14
BTC,1786695300000,-1,08-14
WLFI,1786695300000,1,08-14
HBAR,1786695300000,-1,08-14
MON,1786695300000,-1,08-14
CAKE,1786696200000,-1,08-14
ACE,1786697100000,1,08-14
MORPHO,1786697100000,-1,08-14
AERO,1786697100000,-1,08-14
ACE,1786698000000,1,08-14
AERO,1786698900000,-1,08-14
ACE,1786698900000,1,08-14
JTO,1786699800000,-1,08-14
AAVE,1786699800000,-1,08-14
MOODENG,1786699800000,-1,08-14
WLFI,1786699800000,-1,08-14
ACE,1786699800000,1,08-14
STRK,1786699800000,-1,08-14
SUSHI,1786699800000,-1,08-14
MON,1786699800000,-1,08-14
RUNE,1786699800000,-1,08-14
DOT,1786699800000,-1,08-14
TRB,1786700700000,-1,08-14
MOODENG,1786700700000,-1,08-14
WLFI,1786700700000,-1,08-14
ACE,1786700700000,1,08-14
CAKE,1786701600000,-1,08-14
ICP,1786702500000,1,08-14
UNI,1786702500000,-1,08-14
ICP,1786703400000,1,08-14
ACE,1786703400000,1,08-14
EIGEN,1786703400000,-1,08-14
ONDO,1786703400000,-1,08-14
ADA,1786703400000,-1,08-14
PEOPLE,1786705200000,-1,08-14
INJ,1786705200000,-1,08-14
MELANIA,1786705200000,-1,08-14
UNI,1786705200000,-1,08-14
BNB,1786705200000,-1,08-14
INJ,1786706100000,-1,08-14
UNI,1786706100000,-1,08-14
PENGU,1786706100000,-1,08-14
ETC,1786707000000,-1,08-14
BIO,1786707000000,-1,08-14
PENGU,1786707000000,-1,08-14
UNI,1786707000000,-1,08-14
UNI,1786707900000,-1,08-14
STX,1786707900000,-1,08-14
ONDO,1786708800000,-1,08-14
AAVE,1786708800000,-1,08-14
DASH,1786708800000,-1,08-14
SUI,1786708800000,-1,08-14
LTC,1786708800000,-1,08-14
APT,1786708800000,-1,08-14
PENGU,1786708800000,-1,08-14
POL,1786709700000,1,08-14
BCH,1786709700000,-1,08-14
CRV,1786709700000,-1,08-14
AAVE,1786709700000,-1,08-14
AAVE,1786710600000,-1,08-14
INJ,1786710600000,-1,08-14
CRV,1786710600000,-1,08-14
SYRUP,1786711500000,-1,08-14
BCH,1786711500000,-1,08-14
kLUNC,1786712400000,-1,08-14
RUNE,1786712400000,-1,08-14
CASHCAT,1786714200000,-1,08-14
LTC,1786715100000,-1,08-14
HYPE,1786716000000,-1,08-14
MON,1786716000000,-1,08-14
ASTER,1786716000000,-1,08-14
MEGA,1786716000000,-1,08-14
BCH,1786716900000,-1,08-14
PENGU,1786716900000,-1,08-14
TAO,1786716900000,-1,08-14
LTC,1786716900000,-1,08-14
ENA,1786718700000,-1,08-14
kLUNC,1786718700000,-1,08-14
TAO,1786718700000,-1,08-14
AERO,1786718700000,-1,08-14
SUI,1786718700000,-1,08-14
ONDO,1786718700000,-1,08-14
AAVE,1786718700000,-1,08-14
INJ,1786718700000,-1,08-14
SKY,1786719600000,-1,08-14
SEI,1786719600000,-1,08-14
LTC,1786719600000,-1,08-14
INJ,1786719600000,-1,08-14
ENA,1786719600000,-1,08-14
ALGO,1786721400000,1,08-14
kSHIB,1786721400000,1,08-14
XPL,1786721400000,1,08-14
HMSTR,1786722300000,1,08-14
TRUMP,1786722300000,1,08-14
MOVE,1786722300000,1,08-14
XPL,1786722300000,1,08-14
kSHIB,1786722300000,1,08-14
ALGO,1786722300000,1,08-14
SAND,1786723200000,1,08-14
TRUMP,1786723200000,1,08-14
TRX,1786723200000,-1,08-14
AXS,1786723200000,1,08-14
AXS,1786724100000,1,08-14
BLUR,1786724100000,1,08-14
SAND,1786724100000,1,08-14
PEOPLE,1786725000000,-1,08-14
PENDLE,1786726800000,-1,08-14
HMSTR,1786727700000,1,08-14
LINK,1786732200000,1,08-14
GRAM,1786732200000,-1,08-14
PENDLE,1786734000000,-1,08-14
LTC,1786734000000,-1,08-14
KAITO,1786734900000,-1,08-14
LINK,1786735800000,1,08-14
ETHFI,1786735800000,1,08-14
ETHFI,1786736700000,1,08-14
WLFI,1786737600000,1,08-14
TRUMP,1786737600000,1,08-14
ATOM,1786737600000,-1,08-14
ACE,1786741200000,1,08-14
NIL,1786741200000,1,08-14
SKY,1786741200000,-1,08-14
ARB,1786742100000,-1,08-14
XLM,1786744800000,-1,08-14
XRP,1786745700000,-1,08-14
ARB,1786745700000,-1,08-14
ACE,1786745700000,1,08-14
XLM,1786745700000,-1,08-14
CRV,1786749300000,-1,08-14
TRB,1786750200000,1,08-14
AVAX,1786752000000,1,08-15
POPCAT,1786752000000,1,08-15
WIF,1786752000000,1,08-15
RENDER,1786752000000,1,08-15
FIL,1786752000000,1,08-15
POL,1786752000000,1,08-15
STRK,1786752000000,1,08-15
LINK,1786752900000,1,08-15
MNT,1786753800000,-1,08-15
ICP,1786754700000,1,08-15
LINK,1786754700000,1,08-15
ZRO,1786755600000,1,08-15
LINK,1786755600000,1,08-15
LINK,1786756500000,1,08-15
SPX,1786756500000,1,08-15
BOME,1786757400000,1,08-15
LINK,1786758300000,1,08-15
AVAX,1786759200000,1,08-15
LINK,1786759200000,1,08-15
LINK,1786760100000,1,08-15
LINK,1786761000000,1,08-15
AVAX,1786761900000,1,08-15
LINK,1786761900000,1,08-15
BERA,1786761900000,1,08-15
DOT,1786761900000,1,08-15
TIA,1786762800000,1,08-15
XMR,1786763700000,1,08-15
LIT,1786763700000,1,08-15
PUMP,1786764600000,-1,08-15
JTO,1786765500000,1,08-15
RENDER,1786767300000,1,08-15
JUP,1786768200000,1,08-15
HEMI,1786770900000,1,08-15
NIL,1786771800000,1,08-15
NIL,1786773600000,1,08-15
NIL,1786774500000,1,08-15
CASHCAT,1786774500000,-1,08-15
HEMI,1786775400000,1,08-15
NIL,1786775400000,1,08-15
POPCAT,1786776300000,1,08-15
HEMI,1786776300000,1,08-15
NIL,1786776300000,1,08-15
MET,1786778100000,-1,08-15
NIL,1786778100000,1,08-15
HEMI,1786780800000,1,08-15
PENGU,1786780800000,-1,08-15
ETHFI,1786781700000,1,08-15
HEMI,1786781700000,1,08-15
LDO,1786781700000,1,08-15
JTO,1786781700000,1,08-15
MNT,1786782600000,-1,08-15
ETHFI,1786782600000,1,08-15
HEMI,1786782600000,1,08-15
ETHFI,1786783500000,1,08-15
JTO,1786783500000,1,08-15
BRETT,1786784400000,1,08-15
MEGA,1786785300000,1,08-15
ETHFI,1786785300000,1,08-15
ETC,1786786200000,1,08-15
BRETT,1786786200000,1,08-15
BERA,1786787100000,1,08-15
MORPHO,1786788000000,1,08-15
SUSHI,1786788000000,1,08-15
IMX,1786788000000,1,08-15
ZORA,1786788000000,1,08-15
TRX,1786788900000,-1,08-15
VVV,1786788900000,-1,08-15
AR,1786789800000,1,08-15
TRX,1786791600000,-1,08-15
BNB,1786795200000,1,08-15
ACE,1786796100000,-1,08-15
kFLOKI,1786798800000,1,08-15
GRASS,1786799700000,1,08-15
kFLOKI,1786799700000,1,08-15
CHIP,1786802400000,1,08-15
SYRUP,1786803300000,1,08-15
INJ,1786803300000,-1,08-15
CHIP,1786803300000,1,08-15
FET,1786803300000,-1,08-15
HEMI,1786805100000,1,08-15
PURR,1786808700000,1,08-15
LINEA,1786808700000,1,08-15
MNT,1786808700000,-1,08-15
STX,1786809600000,1,08-15
XMR,1786810500000,1,08-15
BIO,1786810500000,1,08-15
BOME,1786810500000,1,08-15
SYRUP,1786810500000,1,08-15
PURR,1786810500000,1,08-15
BOME,1786811400000,1,08-15
SYRUP,1786811400000,1,08-15
PEOPLE,1786812300000,1,08-15
BOME,1786812300000,1,08-15
VIRTUAL,1786812300000,1,08-15
ADA,1786813200000,-1,08-15
BOME,1786813200000,1,08-15
MOODENG,1786813200000,1,08-15
HEMI,1786815000000,1,08-15
PURR,1786815000000,1,08-15
ORDI,1786815000000,1,08-15
HEMI,1786815900000,1,08-15
FET,1786816800000,-1,08-15
SYRUP,1786816800000,1,08-15
HEMI,1786816800000,1,08-15
CHIP,1786820400000,1,08-15
CHIP,1786822200000,1,08-15
CHIP,1786823100000,1,08-15
KAITO,1786824900000,-1,08-15
MON,1786824900000,-1,08-15
kLUNC,1786825800000,1,08-15
LINEA,1786829400000,1,08-15
SPX,1786831200000,1,08-15
KAITO,1786832100000,-1,08-15
CHIP,1786832100000,1,08-15
SPX,1786832100000,1,08-15
SPX,1786833000000,1,08-15
VVV,1786833000000,1,08-15
AVAX,1786833900000,-1,08-15
AXS,1786833900000,-1,08-15
TIA,1786834800000,-1,08-15
DOGE,1786834800000,-1,08-15
kPEPE,1786834800000,-1,08-15
AVAX,1786834800000,-1,08-15
HMSTR,1786834800000,-1,08-15
WIF,1786834800000,-1,08-15
DASH,1786834800000,-1,08-15
PENGU,1786835700000,-1,08-15
NEAR,1786835700000,-1,08-15
ADA,1786836600000,-1,08-15
AAVE,1786838400000,-1,08-16
ARB,1786838400000,-1,08-16
HBAR,1786838400000,-1,08-16
PENDLE,1786838400000,-1,08-16
AVAX,1786838400000,-1,08-16
FET,1786839300000,-1,08-16
CHIP,1786839300000,1,08-16
HBAR,1786839300000,-1,08-16
FET,1786840200000,-1,08-16
CHIP,1786840200000,1,08-16
FET,1786841100000,-1,08-16
RENDER,1786842000000,-1,08-16
BERA,1786842000000,1,08-16
TIA,1786842000000,-1,08-16
HBAR,1786842000000,-1,08-16
XLM,1786842900000,-1,08-16
kPEPE,1786842900000,-1,08-16
TRUMP,1786842900000,-1,08-16
CC,1786843800000,1,08-16
DASH,1786843800000,-1,08-16
SEI,1786843800000,-1,08-16
VIRTUAL,1786843800000,-1,08-16
ZEN,1786843800000,-1,08-16
ONDO,1786845600000,-1,08-16
ASTER,1786845600000,-1,08-16
ETC,1786845600000,-1,08-16
BNB,1786845600000,-1,08-16
RUNE,1786845600000,-1,08-16
APT,1786845600000,-1,08-16
KAITO,1786847400000,-1,08-16
PURR,1786851000000,1,08-16
KAITO,1786852800000,-1,08-16
BNB,1786852800000,-1,08-16
KAITO,1786853700000,-1,08-16
RUNE,1786859100000,-1,08-16
FET,1786860000000,-1,08-16
RUNE,1786860900000,-1,08-16
ZRO,1786860900000,-1,08-16
LDO,1786860900000,-1,08-16
INJ,1786860900000,-1,08-16
ENA,1786861800000,-1,08-16
SAND,1786863600000,-1,08-16
AR,1786865400000,1,08-16
PURR,1786865400000,1,08-16
AR,1786867200000,1,08-16
CRV,1786868100000,1,08-16
GALA,1786869000000,1,08-16
SKY,1786870800000,1,08-16
CRV,1786870800000,1,08-16
kSHIB,1786870800000,-1,08-16
kSHIB,1786871700000,-1,08-16
CAKE,1786871700000,1,08-16
CRV,1786872600000,1,08-16
CAKE,1786872600000,1,08-16
kSHIB,1786872600000,-1,08-16
CRV,1786873500000,1,08-16
kSHIB,1786873500000,-1,08-16
MORPHO,1786873500000,1,08-16
MORPHO,1786874400000,1,08-16
INJ,1786875300000,-1,08-16
CAKE,1786875300000,1,08-16
SYRUP,1786877100000,1,08-16
CAKE,1786877100000,1,08-16
SPX,1786878900000,-1,08-16
CHIP,1786878900000,1,08-16
WLFI,1786878900000,1,08-16
SPX,1786879800000,-1,08-16
JTO,1786880700000,1,08-16
SPX,1786880700000,-1,08-16
SKY,1786880700000,1,08-16
SPX,1786881600000,-1,08-16
CAKE,1786881600000,1,08-16
SKY,1786881600000,1,08-16
WLFI,1786881600000,1,08-16
PENDLE,1786881600000,-1,08-16
SKY,1786882500000,1,08-16
ZRO,1786882500000,-1,08-16
SPX,1786882500000,-1,08-16
SPX,1786883400000,-1,08-16
WLFI,1786883400000,1,08-16
SKY,1786883400000,1,08-16
PAXG,1786884300000,-1,08-16
WLFI,1786885200000,1,08-16
EIGEN,1786885200000,1,08-16
ETHFI,1786885200000,1,08-16
WLFI,1786886100000,1,08-16
WLFI,1786887900000,1,08-16
TRUMP,1786888800000,1,08-16
LDO,1786888800000,1,08-16
MELANIA,1786888800000,1,08-16
WLFI,1786888800000,1,08-16
ZEC,1786889700000,1,08-16
ETHFI,1786890600000,1,08-16
ETHFI,1786891500000,1,08-16
PAXG,1786891500000,-1,08-16
ONDO,1786891500000,1,08-16
BOME,1786892400000,-1,08-16
LDO,1786892400000,1,08-16
TIA,1786892400000,1,08-16
MEGA,1786893300000,1,08-16
ONDO,1786893300000,1,08-16
TIA,1786893300000,1,08-16
LDO,1786893300000,1,08-16
LTC,1786893300000,1,08-16
ARB,1786894200000,1,08-16
DASH,1786894200000,1,08-16
MEGA,1786894200000,1,08-16
WLD,1786894200000,1,08-16
DASH,1786895100000,1,08-16
MEGA,1786895100000,1,08-16
WLD,1786895100000,1,08-16
ETHFI,1786895100000,1,08-16
TIA,1786895100000,1,08-16
HYPE,1786896000000,1,08-16
PURR,1786896000000,1,08-16
DOGE,1786896000000,1,08-16
AERO,1786896000000,1,08-16
BTC,1786896000000,1,08-16
ETHFI,1786896900000,1,08-16
WLD,1786896900000,1,08-16
ETH,1786896900000,1,08-16
MORPHO,1786896900000,1,08-16
BTC,1786896900000,1,08-16
ETH,1786897800000,1,08-16
SKY,1786897800000,1,08-16
WLD,1786898700000,1,08-16
CRV,1786898700000,1,08-16
WLD,1786899600000,1,08-16
PURR,1786900500000,1,08-16
CASHCAT,1786900500000,-1,08-16
TRX,1786900500000,1,08-16
PENDLE,1786901400000,-1,08-16
SOL,1786903200000,-1,08-16
PENDLE,1786903200000,-1,08-16
SKY,1786904100000,1,08-16
SKY,1786905000000,1,08-16
OP,1786905900000,-1,08-16
APE,1786905900000,1,08-16
kPEPE,1786905900000,-1,08-16
PENDLE,1786906800000,-1,08-16
MNT,1786909500000,1,08-16
MOODENG,1786912200000,-1,08-16
PYTH,1786912200000,-1,08-16
kPEPE,1786913100000,-1,08-16
ENS,1786913100000,-1,08-16
ORDI,1786913100000,-1,08-16
PENDLE,1786913100000,-1,08-16
SOL,1786913100000,-1,08-16
MET,1786913100000,-1,08-16
POPCAT,1786913100000,-1,08-16
PYTH,1786913100000,-1,08-16
HBAR,1786914000000,-1,08-16
ZRO,1786914000000,-1,08-16
BIO,1786914000000,-1,08-16
PENGU,1786914000000,-1,08-16
ENA,1786914000000,-1,08-16
ENS,1786914000000,-1,08-16
MET,1786914000000,-1,08-16
FET,1786914000000,-1,08-16
VVV,1786914000000,-1,08-16
ORDI,1786914000000,-1,08-16
GRASS,1786914000000,-1,08-16
ALGO,1786914000000,-1,08-16
POPCAT,1786914000000,-1,08-16
PAXG,1786914900000,-1,08-16
XPL,1786914900000,-1,08-16
APE,1786915800000,-1,08-16
APT,1786915800000,-1,08-16
VIRTUAL,1786915800000,-1,08-16
HMSTR,1786915800000,-1,08-16
WIF,1786915800000,-1,08-16
DOGE,1786915800000,-1,08-16
EIGEN,1786915800000,-1,08-16
ENA,1786915800000,-1,08-16
kFLOKI,1786915800000,-1,08-16
STX,1786915800000,-1,08-16
NEAR,1786915800000,-1,08-16
BTC,1786915800000,-1,08-16
VVV,1786915800000,-1,08-16
SUI,1786915800000,-1,08-16
POPCAT,1786915800000,-1,08-16
XRP,1786915800000,-1,08-16
kPEPE,1786915800000,-1,08-16
ETH,1786915800000,-1,08-16
ALGO,1786915800000,-1,08-16
RENDER,1786915800000,-1,08-16
ETC,1786915800000,-1,08-16
MOODENG,1786915800000,-1,08-16
ASTER,1786915800000,-1,08-16
ZEN,1786915800000,-1,08-16
ORDI,1786915800000,-1,08-16
FIL,1786915800000,-1,08-16
SEI,1786915800000,-1,08-16
BIO,1786915800000,-1,08-16
FET,1786915800000,-1,08-16
OP,1786915800000,-1,08-16
BLUR,1786915800000,-1,08-16
kSHIB,1786915800000,-1,08-16
CASHCAT,1786915800000,-1,08-16
SOL,1786915800000,-1,08-16
kNEIRO,1786915800000,-1,08-16
MON,1786915800000,-1,08-16
MET,1786915800000,-1,08-16
NEAR,1786916700000,-1,08-16
GRASS,1786916700000,-1,08-16
PUMP,1786916700000,-1,08-16
FARTCOIN,1786916700000,-1,08-16
BRETT,1786916700000,-1,08-16
kBONK,1786916700000,-1,08-16
SAND,1786917600000,-1,08-16
ATOM,1786917600000,-1,08-16
kBONK,1786917600000,-1,08-16
MON,1786917600000,-1,08-16
PUMP,1786917600000,-1,08-16
MON,1786918500000,-1,08-16
ADA,1786919400000,-1,08-16
MON,1786920300000,-1,08-16
MON,1786921200000,-1,08-16
MON,1786922100000,-1,08-16
GRAM,1786924800000,-1,08-17
PAXG,1786925700000,1,08-17
MON,1786925700000,-1,08-17
PAXG,1786926600000,1,08-17
SPX,1786926600000,-1,08-17
MON,1786926600000,-1,08-17
PAXG,1786928400000,1,08-17
KAITO,1786928400000,-1,08-17
PURR,1786929300000,1,08-17
HYPE,1786929300000,1,08-17
VVV,1786929300000,1,08-17
AERO,1786929300000,1,08-17
TRX,1786930200000,1,08-17
PURR,1786930200000,1,08-17
HYPE,1786930200000,1,08-17
AERO,1786930200000,1,08-17
MORPHO,1786930200000,1,08-17
SAND,1786933800000,1,08-17
PURR,1786934700000,1,08-17
ETH,1786934700000,1,08-17
HYPE,1786934700000,1,08-17
TAO,1786934700000,1,08-17
BTC,1786934700000,1,08-17
PURR,1786935600000,1,08-17
HYPE,1786935600000,1,08-17
EIGEN,1786938300000,1,08-17
PURR,1786938300000,1,08-17
JTO,1786938300000,1,08-17
TRX,1786939200000,1,08-17
JTO,1786939200000,1,08-17
MORPHO,1786939200000,1,08-17
VVV,1786939200000,1,08-17
PURR,1786939200000,1,08-17
MET,1786940100000,1,08-17
ORDI,1786941000000,1,08-17
ZORA,1786941900000,1,08-17
RENDER,1786941900000,1,08-17
PUMP,1786941900000,1,08-17
NEAR,1786941900000,1,08-17
ZORA,1786942800000,1,08-17
PUMP,1786942800000,1,08-17
NEAR,1786942800000,1,08-17
ORDI,1786942800000,1,08-17
ZORA,1786943700000,1,08-17
ZEC,1786943700000,1,08-17
MOVE,1786945500000,-1,08-17
ZEC,1786946400000,1,08-17
PUMP,1786947300000,1,08-17
ICP,1786948200000,1,08-17
ZEC,1786948200000,1,08-17
XRP,1786948200000,1,08-17
PUMP,1786948200000,1,08-17
ARB,1786948200000,1,08-17
BTC,1786949100000,1,08-17
STRK,1786949100000,1,08-17
TRX,1786949100000,1,08-17
ZRO,1786949100000,1,08-17
JTO,1786949100000,1,08-17
VVV,1786949100000,1,08-17
HYPE,1786949100000,1,08-17
ZRO,1786950000000,1,08-17
PUMP,1786950000000,1,08-17
PNUT,1786950900000,1,08-17
HBAR,1786950900000,1,08-17
ZRO,1786950900000,1,08-17
APE,1786950900000,1,08-17
MET,1786950900000,1,08-17
MORPHO,1786950900000,1,08-17
PURR,1786951800000,1,08-17
PEOPLE,1786951800000,-1,08-17
FET,1786952700000,-1,08-17
PURR,1786952700000,1,08-17
VIRTUAL,1786952700000,1,08-17
MORPHO,1786952700000,1,08-17
ZRO,1786954500000,1,08-17
MOVE,1786954500000,-1,08-17
LTC,1786954500000,-1,08-17
POL,1786956300000,1,08-17
BOME,1786956300000,-1,08-17
ATOM,1786956300000,-1,08-17
FET,1786956300000,-1,08-17
GRASS,1786957200000,-1,08-17
TRX,1786957200000,1,08-17
CRV,1786957200000,-1,08-17
AXS,1786957200000,-1,08-17
POL,1786957200000,1,08-17
MORPHO,1786957200000,1,08-17
BOME,1786957200000,-1,08-17
CRV,1786958100000,-1,08-17
ATOM,1786958100000,-1,08-17
MORPHO,1786958100000,1,08-17
MON,1786959900000,-1,08-17
HBAR,1786959900000,1,08-17
PEOPLE,1786959900000,-1,08-17
AXS,1786959900000,-1,08-17
ACE,1786960800000,1,08-17
ADA,1786961700000,-1,08-17
ACE,1786962600000,1,08-17
MINA,1786962600000,1,08-17
POL,1786963500000,1,08-17
POL,1786968900000,1,08-17
VIRTUAL,1786969800000,1,08-17
VIRTUAL,1786970700000,1,08-17
MINA,1786970700000,1,08-17
ENS,1786971600000,-1,08-17
VIRTUAL,1786971600000,1,08-17
SYRUP,1786971600000,1,08-17
CC,1786971600000,-1,08-17
BERA,1786971600000,1,08-17
AERO,1786971600000,1,08-17
BERA,1786972500000,1,08-17
CC,1786972500000,-1,08-17
VIRTUAL,1786972500000,1,08-17
AERO,1786973400000,1,08-17
VIRTUAL,1786973400000,1,08-17
VIRTUAL,1786974300000,1,08-17
SYRUP,1786975200000,1,08-17
